@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.4,0.0,0.73,0.0,0.58,0.35,0.88,0.0,0.0,0.0,0.53,0.0,0.93,0.88,1.28,0.98,Negative
0.97,0.0,0.0,0.15,0.93,1.45,2.09,0.0,0.0,0.0,0.64,0.0,0.92,2.31,2.67,1.28,Negative
0.0,0.0,0.16,0.2,0.16,0.47,1.18,0.0,0.0,0.0,1.18,0.0,0.16,1.45,1.65,0.36,Positive
0.0,0.0,0.0,0.0,0.0,1.91,1.76,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.91,0.0,Neutral
1.23,0.0,0.52,0.0,0.31,1.89,1.81,0.0,0.0,0.0,0.0,0.0,1.58,2.22,2.19,1.54,Negative
0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,0.35,0.0,0.35,0.0,0.0,2.45,2.45,0.0,Negative
0.25,0.0,0.32,0.0,0.63,0.52,2.4,0.0,0.0,0.0,1.88,0.0,2.51,2.4,2.71,0.95,Negative
0.0,0.0,0.0,0.15,0.0,2.41,2.41,0.0,0.0,0.0,0.0,0.0,0.0,2.56,2.56,0.0,Neutral
0.22,0.0,0.0,0.37,0.22,1.7,1.7,0.0,0.0,0.0,0.0,0.0,0.22,1.7,2.06,0.58,Negative
0.32,0.0,0.32,0.35,0.32,0.7,1.03,0.0,0.0,0.0,0.57,0.0,1.14,1.03,1.23,1.34,Neutral
0.18,0.04,0.18,0.0,0.23,0.25,1.92,0.0,0.0,0.12,1.92,0.12,0.16,2.03,2.33,0.71,Negative
0.96,0.0,1.55,0.0,1.22,1.87,3.58,0.0,0.0,0.0,0.0,0.0,1.25,3.58,3.83,2.73,Negative
2.3,0.0,0.27,0.27,0.0,0.3,0.45,0.0,0.25,0.0,0.25,0.0,0.57,0.45,2.75,2.87,Negative
1.53,0.0,1.08,0.0,1.22,0.65,0.38,0.0,0.0,0.0,0.0,0.0,2.43,0.65,1.05,2.83,Neutral
0.17,0.0,0.97,0.0,1.48,1.32,4.15,0.0,0.0,0.0,0.0,0.0,1.41,4.15,2.75,2.1,Negative
