@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.0,0.0,0.0,0.64,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.64,1.82,1.42,Negative
0.0,0.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,1.51,1.97,Neutral
0.7,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.34,2.01,Negative
0.8,0.0,0.8,1.21,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.84,1.64,1.17,Negative
0.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.92,2.5,Neutral
0.8,0.0,0.0,1.4,0.0,1.44,0.04,0.0,0.0,0.0,0.0,0.0,1.27,0.04,0.97,2.2,Negative
0.82,0.0,0.0,1.27,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.75,2.18,2.7,Negative
0.28,0.0,0.3,0.0,0.28,1.16,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.44,2.87,Negative
0.0,0.0,2.17,1.65,1.57,3.76,0.73,0.0,0.0,0.0,0.0,0.0,3.22,1.45,2.6,5.03,Negative
0.0,0.0,0.0,2.77,0.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,1.82,3.49,Negative
0.0,0.0,0.93,1.3,0.93,2.48,0.47,0.0,0.0,0.0,0.0,0.0,2.12,0.47,0.47,3.78,Negative
0.35,0.0,0.0,1.97,0.0,2.37,0.02,0.0,0.0,0.0,0.0,0.0,0.72,0.02,2.75,3.45,Negative
0.0,0.0,0.0,0.43,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,1.07,2.12,Negative
0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.87,2.18,Neutral
0.0,0.0,0.0,0.62,0.77,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.45,2.07,Negative
0.0,0.0,1.02,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,2.13,2.12,Negative
0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.47,2.02,2.48,Positive
0.52,0.0,0.0,1.12,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,1.62,2.14,Neutral
0.67,0.0,0.0,1.02,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.69,1.02,2.37,Negative
0.15,0.0,0.15,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.1,1.49,Negative
0.0,0.0,0.0,0.0,0.53,0.98,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.17,2.42,Negative
0.0,0.0,0.0,1.45,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,2.17,2.6,Negative
0.45,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.42,0.72,1.69,Positive
0.68,0.0,0.68,1.49,0.0,0.18,1.12,0.0,0.0,0.2,0.0,0.2,0.0,1.32,3.68,2.36,Neutral
0.0,0.0,0.0,0.0,0.0,1.33,0.65,0.0,0.0,0.0,0.0,0.0,1.05,0.65,1.22,1.61,Negative
0.0,0.0,0.0,2.04,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,2.04,Negative
0.33,0.0,0.0,2.09,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,1.59,2.43,Negative
1.08,0.0,1.08,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.68,2.32,Negative
1.13,0.0,1.13,1.12,0.0,0.95,0.32,0.0,0.0,0.0,0.0,0.0,0.63,0.32,1.94,2.26,Negative
0.0,0.0,1.47,0.63,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,1.91,2.54,Negative
0.0,0.0,0.0,2.25,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,2.18,2.93,Negative
0.47,0.0,0.0,0.55,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.75,1.02,2.07,Positive
0.0,0.0,0.0,1.92,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,2.41,3.14,Negative
0.67,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.7,3.15,4.42,Negative
0.57,0.0,0.0,0.8,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.9,2.22,Negative
0.0,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.92,2.24,Negative
0.0,0.0,0.0,1.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.36,2.06,Neutral
0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.71,2.03,Negative
0.63,0.0,0.0,1.25,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.77,0.53,1.88,Negative
0.0,0.27,0.0,0.75,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,2.12,3.02,Negative
0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.63,2.61,Positive
0.0,0.0,0.0,0.0,0.62,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.6,0.9,1.51,Neutral
0.53,0.0,0.0,1.42,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,1.55,2.5,Negative
0.0,0.0,0.55,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.68,2.03,Negative
0.0,0.0,0.0,0.47,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.2,1.32,1.65,Negative
0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,1.66,2.27,Negative
0.0,0.0,0.98,0.49,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.23,1.71,1.64,Positive
0.0,0.0,0.98,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,1.5,1.98,Negative
0.27,0.0,0.27,0.83,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.38,1.77,2.06,Negative
0.0,0.0,0.2,0.67,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.38,1.25,2.23,Neutral
0.0,0.0,0.28,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2.32,2.72,Negative
0.47,0.0,0.47,0.74,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.37,1.21,2.26,Negative
0.5,0.0,0.5,0.68,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.6,2.0,Negative
0.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,1.0,2.22,Neutral
0.42,0.0,0.0,1.41,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.3,2.06,2.66,Negative
0.57,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,2.06,2.43,Negative
0.22,0.0,0.0,0.66,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.3,1.79,2.15,Positive
0.68,0.0,0.68,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.88,2.88,Neutral
0.45,0.0,0.0,1.15,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.45,1.57,2.1,Negative
