@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class{Positive,Negative,Neutral}

@data
0.0,0.0,0.0,0.0,0.0,1.87,1.47,0.0,0.0,0.0,0.0,0.0,1.47,2.09,0.62,0.0,Negative
0.0,0.0,0.0,0.0,0.2,1.52,1.52,0.0,0.0,0.0,0.0,0.0,1.72,1.52,1.52,0.2,Positive
0.17,0.0,0.0,0.0,0.0,2.21,2.21,0.0,0.0,0.0,0.0,0.0,0.17,2.21,2.21,0.17,Neutral
0.0,0.0,0.0,0.2,0.0,1.7,1.5,0.0,0.0,0.0,0.0,0.0,1.87,1.7,0.0,0.17,Negative
0.0,0.0,0.17,0.52,0.0,1.15,1.15,0.0,0.0,0.0,0.0,0.0,1.83,1.15,0.17,0.68,Negative
0.0,0.0,0.0,0.5,0.0,1.47,1.47,0.0,0.3,0.0,0.3,0.0,1.8,1.77,0.47,0.5,Positive
0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,1.6,0.0,1.6,0.0,2.24,2.24,0.0,0.0,Negative
0.0,0.0,0.0,0.22,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,3.13,2.91,0.0,0.22,Negative
0.0,0.0,0.0,0.0,0.0,2.6,0.32,0.0,0.0,0.0,0.0,0.0,2.92,0.32,0.0,2.6,Negative
0.0,0.0,0.0,0.2,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,3.19,2.99,0.0,0.2,Neutral
0.0,0.0,0.15,0.0,0.0,5.92,2.99,0.0,0.0,0.0,0.0,0.0,3.29,2.99,0.0,3.22,Negative
0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,3.6,Negative
0.0,0.0,0.0,0.0,0.0,0.0,4.02,0.0,0.0,0.0,0.0,0.0,4.02,4.02,0.0,0.0,Negative
0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,3.06,3.06,0.0,0.0,Positive
0.0,0.0,0.0,0.0,0.0,3.0,2.78,0.28,0.28,0.28,0.28,0.28,3.28,3.07,0.0,0.22,Negative
0.0,0.0,0.0,0.0,0.0,2.69,2.69,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2.69,0.0,Negative
0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.15,2.14,2.14,0.15,Negative
0.0,0.0,0.0,0.0,0.0,0.63,0.87,0.0,0.0,0.0,0.87,0.0,0.23,1.16,1.49,0.57,Negative
0.0,0.0,0.0,0.0,0.0,1.02,0.73,0.0,1.03,1.03,1.03,1.03,0.28,2.04,0.57,0.28,Positive
0.0,0.0,0.0,0.23,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2.01,2.01,0.23,Neutral
0.0,0.0,0.0,0.0,0.0,2.04,0.35,0.0,0.0,0.0,0.35,0.0,0.17,2.39,2.39,0.17,Negative
0.0,0.0,0.0,0.0,0.0,1.81,1.39,0.0,0.0,0.0,0.0,0.0,0.13,1.39,1.81,0.55,Neutral
0.0,0.0,0.0,0.0,0.0,0.76,0.76,1.42,1.42,1.42,0.0,1.42,2.05,2.18,0.33,0.2,Negative
0.0,0.0,0.0,0.0,0.0,1.55,1.13,0.0,0.0,0.0,0.0,0.0,1.13,1.55,0.42,0.0,Negative
0.0,0.0,0.0,0.0,0.0,1.82,0.14,0.0,0.0,0.0,0.0,0.0,0.2,1.75,1.62,0.2,Negative
0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.58,0.0,0.58,0.58,0.58,1.07,2.39,0.58,0.0,Negative
0.0,0.0,0.0,0.32,0.0,1.51,0.38,0.0,0.0,0.0,0.62,0.62,1.0,1.8,1.0,0.32,Positive
0.0,0.0,0.0,0.0,0.0,3.02,0.38,0.0,0.0,0.0,0.0,0.13,0.0,0.52,1.42,3.02,Neutral
0.0,0.1,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.83,0.0,0.3,Negative
0.0,0.0,0.0,0.22,0.0,0.22,1.65,0.0,0.0,0.0,0.0,0.0,0.22,1.65,1.65,0.22,Negative
0.0,0.0,0.0,0.0,0.0,1.79,0.47,0.0,0.0,0.0,0.47,0.0,1.79,0.47,0.47,1.79,Neutral
0.0,0.0,0.0,0.0,0.0,1.74,1.01,0.17,0.17,0.17,0.17,0.17,0.52,1.37,0.82,0.73,Negative
0.0,0.0,0.0,0.0,0.0,1.88,0.77,0.0,0.0,0.0,0.43,0.0,2.21,2.31,0.33,0.23,Negative
0.0,0.0,0.0,0.0,0.0,1.8,1.08,0.33,0.33,0.33,0.98,0.33,0.0,2.05,2.78,0.73,Negative
0.0,0.0,0.0,0.0,0.0,1.15,1.57,0.0,0.0,0.0,0.0,0.0,0.0,2.72,2.72,1.15,Neutral
0.0,0.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.38,2.8,2.8,0.38,Negative
0.0,0.0,0.0,0.35,0.0,2.23,1.07,0.0,1.07,0.0,0.0,0.0,4.34,3.69,0.43,1.09,Negative
